restaurant_id,platform,restaurant_name,city,city_lat,city_lon,locality,restaurant_type,cuisines,primary_cuisine,avg_cost_per_person_inr,price_category,distance_from_city_center_km,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed,days_operational,rating,total_reviews,delivery_fee_inr,avg_delivery_time_minutes,platform_commission_pct,discount_frequency_pct,estimated_monthly_orders,estimated_monthly_revenue_inr,estimated_net_profit_inr,market_share_pct,profit_diff_swiggy_minus_zomato_inr,orders_diff_swiggy_minus_zomato,rating_diff_swiggy_minus_zomato,delivery_time_diff_swiggy_minus_zomato_min,profit_winner,combined_monthly_orders,combined_monthly_revenue_inr,combined_monthly_profit_inr
REST002119,Zomato,Restaurant_2119,Kolkata,22.5726,88.3639,Kolkata_Locality_8,Food Truck,Mexican; Vietnamese,Mexican; Vietnamese,661,Mid-Range,8.4,3,False,False,False,2018-09-27,2787,635,4.3,1796,62,38,21,22,112,58485,55013,37,982,2,0.10000000000000053,-5,Swiggy,226,118014,111008
REST002120,Zomato,Restaurant_2120,Kolkata,22.5726,88.3639,Kolkata_Locality_12,Fine Dine,Vietnamese,Vietnamese,965,Premium,13.4,4,False,False,True,2018-04-14,2953,1752,3.9,105,87,45,17,7,145,116137,109830,56,-11362,-15,-0.3999999999999999,4,Zomato,275,220260,208298
REST002121,Zomato,Restaurant_2121,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_3,Cafe,Lebanese,Lebanese,440,Mid-Range,13.6,4,False,False,True,2024-11-25,536,188,3.8,1221,88,43,19,13,140,49896,43736,42,4734,22,0.6000000000000005,3,Swiggy,302,105494,92206
REST002122,Zomato,Restaurant_2122,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_9,Food Truck,Japanese,Japanese,1165,Premium,4.1,7,False,False,True,2025-07-09,310,1419,4.3,764,40,33,18,14,123,117501,115041,45,-13809,-12,-0.3999999999999999,-7,Zomato,234,220953,216273
REST002123,Zomato,Restaurant_2123,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_15,Fine Dine,Seafood; Korean,Seafood; Korean,766,Premium,11.7,6,False,False,False,2017-06-16,3255,2913,3.8,1259,78,49,13,7,159,105960,99759,51,24812,42,1.0,0,Swiggy,360,238370,224330
REST002124,Zomato,Restaurant_2124,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_16,Cafe,Japanese; Chinese,Japanese; Chinese,190,Budget,13.9,3,True,True,True,2020-05-17,2189,2625,3.5,1036,89,60,20,5,171,25992,18382,45,802,14,0.2999999999999998,-10,Swiggy,356,53409,37566
REST002125,Zomato,Restaurant_2125,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_2,QSR,Korean; Bakery,Korean; Bakery,805,Premium,6.1,3,False,True,True,2022-02-06,1559,426,4.1,983,50,30,23,23,195,120870,115995,38,-4575,-15,-0.2999999999999998,15,Zomato,375,236790,227415
REST002126,Zomato,Restaurant_2126,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_11,Food Truck,Seafood; Korean,Seafood; Korean,1131,Premium,10.0,4,False,False,True,2024-12-28,503,386,3.9,2326,70,46,20,10,98,88670,85240,45,6958,8,0.30000000000000027,-1,Swiggy,204,184578,177438
REST002127,Zomato,Restaurant_2127,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_18,Casual Dining,Biryani,Biryani,207,Budget,10.0,4,False,False,True,2025-09-09,248,3559,4.2,133,70,52,19,11,281,47115,37280,55,2333,13,0.20000000000000018,-2,Swiggy,575,97018,76893
REST002128,Zomato,Restaurant_2128,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_9,Casual Dining,Thai; South Indian,Thai; South Indian,379,Mid-Range,1.9,6,True,True,True,2023-09-14,974,439,4.3,4801,30,21,19,20,205,62932,59857,52,-6321,-24,-0.5,6,Zomato,386,119183,113393
REST002129,Zomato,Restaurant_2129,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_2,QSR,North Indian,North Indian,1201,Luxury,10.2,7,True,False,True,2017-08-12,3198,3480,4.0,2961,71,45,18,21,265,260977,251569,55,-24447,-13,-0.20000000000000018,4,Zomato,517,497045,478691
REST002130,Zomato,Restaurant_2130,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_3,Cloud Kitchen,Bakery,Bakery,975,Premium,3.1,7,False,False,True,2025-07-22,297,3448,3.6,2764,35,26,27,15,318,226336,220771,32,18051,26,0.2999999999999998,5,Swiggy,662,471178,459593
REST002131,Zomato,Restaurant_2131,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_3,Casual Dining,Desserts,Desserts,384,Mid-Range,8.4,3,True,False,True,2019-03-18,2615,2828,4.2,375,62,40,23,10,262,77468,69346,53,-2485,-13,-0.20000000000000018,1,Zomato,511,152048,136207
REST002132,Zomato,Restaurant_2132,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_8,Fine Dine,North Indian,North Indian,565,Mid-Range,11.7,4,False,True,True,2017-05-13,3289,3529,4.5,3535,78,52,17,30,200,93790,85990,57,-13329,-31,-0.7000000000000002,-2,Zomato,369,173042,158651
REST002133,Zomato,Restaurant_2133,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_1,Cafe,Fast Food,Fast Food,834,Premium,13.5,8,False,True,False,2023-09-21,967,2655,4.1,4056,87,50,17,25,201,139136,130392,50,6487,10,0.20000000000000018,3,Swiggy,412,285194,267271
REST002134,Zomato,Restaurant_2134,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_2,Fine Dine,Lebanese,Lebanese,1240,Luxury,10.8,6,False,True,True,2019-05-13,2559,685,4.5,1152,74,42,17,29,147,151292,145853,54,-3127,-10,-0.2999999999999998,3,Zomato,284,299087,288579
REST002135,Zomato,Restaurant_2135,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_3,Fine Dine,Pan-Asian,Pan-Asian,623,Mid-Range,12.6,7,True,False,True,2019-03-20,2613,3309,4.0,1556,83,50,14,22,174,93225,86004,51,5261,13,0.2999999999999998,3,Swiggy,361,192250,177269
REST002136,Zomato,Restaurant_2136,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_1,Casual Dining,Vietnamese,Vietnamese,175,Budget,1.2,4,False,True,False,2025-08-15,273,465,4.2,2464,30,27,20,23,201,28140,25125,51,-1250,-10,-0.20000000000000018,-5,Zomato,392,54880,49000
REST002137,Zomato,Restaurant_2137,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_16,Casual Dining,Seafood; Lebanese,Seafood; Lebanese,1293,Luxury,14.6,7,False,True,False,2022-11-03,1289,1482,3.7,4378,93,57,18,15,200,212052,202752,57,32368,38,0.7000000000000002,1,Swiggy,438,458239,437872
REST002138,Zomato,Restaurant_2138,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_5,Casual Dining,Pan-Asian,Pan-Asian,512,Mid-Range,8.2,3,True,True,False,2020-12-09,1983,1810,4.9,3646,60,45,22,35,275,109824,101574,57,-12368,-40,-0.7000000000000002,8,Zomato,510,206080,190780
REST002139,Zomato,Restaurant_2139,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_11,Fine Dine,Fast Food,Fast Food,657,Mid-Range,8.5,8,False,True,False,2020-10-24,2029,2557,4.7,1940,62,46,16,30,190,104857,98967,52,-27607,-53,-1.3000000000000003,0,Zomato,327,180464,170327
REST002140,Zomato,Restaurant_2140,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_9,Food Truck,South Indian,South Indian,228,Budget,10.0,5,False,True,False,2024-05-24,721,2067,3.3,2436,70,50,18,10,101,18882,15347,41,1520,19,0.6000000000000001,-14,Swiggy,221,39949,32214
REST002141,Zomato,Restaurant_2141,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_7,QSR,Pan-Asian; Mediterranean,Pan-Asian; Mediterranean,1080,Premium,4.7,8,True,False,True,2025-02-04,465,2280,4.5,3805,43,20,19,24,265,231822,226124,54,2193,6,0.09999999999999964,6,Swiggy,536,465966,454441
REST002142,Zomato,Restaurant_2142,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_9,Food Truck,Fast Food; Street Food,Fast Food; Street Food,457,Mid-Range,5.1,5,False,True,True,2024-04-05,770,1883,4.4,4958,45,35,18,23,132,49465,46495,46,-11624,-33,-1.1000000000000005,1,Zomato,231,86564,81366
REST002143,Zomato,Restaurant_2143,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_16,QSR,Mediterranean,Mediterranean,1254,Luxury,1.4,6,True,False,False,2021-11-16,1641,3568,3.9,1416,30,25,18,10,261,268381,264466,52,-37760,-40,-0.6000000000000001,7,Zomato,482,498402,491172
REST002144,Zomato,Restaurant_2144,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_13,Casual Dining,Mughlai; Italian,Mughlai; Italian,722,Premium,0.7,6,False,False,True,2024-06-13,701,1042,4.7,3746,30,19,18,28,241,142681,139066,49,-13551,-15,-0.2999999999999998,8,Zomato,467,271586,264581
REST002145,Zomato,Restaurant_2145,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_14,Cafe,Mughlai,Mughlai,1128,Premium,2.4,4,False,False,False,2022-05-18,1458,1724,3.9,3364,31,31,19,7,173,158066,155385,54,26507,27,0.6000000000000001,1,Swiggy,373,343058,337277
REST002146,Zomato,Restaurant_2146,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_16,Fine Dine,Seafood,Seafood,1355,Luxury,11.2,4,False,True,True,2025-11-08,188,128,4.3,3182,76,42,15,18,131,150879,145901,58,-10024,-9,-0.2999999999999998,6,Zomato,253,291392,281778
REST002147,Zomato,Restaurant_2147,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_6,Cloud Kitchen,Korean,Korean,1007,Premium,3.5,4,False,False,False,2023-10-28,930,915,4.1,2999,37,35,25,22,276,208449,203343,43,-36600,-40,-0.5999999999999996,-3,Zomato,512,379558,370086
REST002148,Zomato,Restaurant_2148,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_2,Cafe,Biryani,Biryani,852,Premium,5.6,7,False,True,True,2018-02-02,3024,2838,4.3,4297,48,35,21,15,214,144039,138903,43,-4753,-10,-0.20000000000000018,1,Zomato,418,283085,273053
REST002149,Zomato,Restaurant_2149,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_5,Food Truck,Street Food,Street Food,1025,Premium,8.8,3,False,False,False,2026-03-01,75,2240,3.3,3720,64,47,20,5,103,84460,81164,50,5845,6,0.20000000000000018,-4,Swiggy,212,174957,168173
REST002150,Zomato,Restaurant_2150,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_4,Fine Dine,Lebanese,Lebanese,1472,Luxury,10.8,8,False,False,True,2018-05-15,2922,2120,4.3,4466,74,53,12,25,166,215029,208887,47,-2473,4,0.10000000000000053,-1,Zomato,336,427733,415301
REST002151,Zomato,Restaurant_2151,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_6,Cloud Kitchen,Mexican,Mexican,752,Premium,8.5,6,True,False,True,2023-11-03,924,45,4.7,2474,62,37,23,37,283,163868,155095,26,-8615,-12,-0.20000000000000018,7,Zomato,554,318749,301575
REST002152,Zomato,Restaurant_2152,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_17,Casual Dining,Korean,Korean,1082,Premium,4.3,6,True,False,False,2025-12-31,135,2580,4.4,646,41,35,23,15,267,222448,216974,52,-1474,-12,-0.20000000000000018,-5,Zomato,522,443176,432474
REST002153,Zomato,Restaurant_2153,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_20,QSR,Street Food,Street Food,1366,Luxury,2.4,7,True,False,False,2019-11-28,2360,1127,3.5,3772,31,20,23,11,181,190379,187573,53,44300,37,0.7000000000000002,14,Swiggy,399,425631,419446
REST002154,Zomato,Restaurant_2154,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_2,Cloud Kitchen,Mediterranean,Mediterranean,417,Mid-Range,1.3,3,False,True,True,2019-03-09,2624,685,3.8,2532,30,30,23,9,249,79951,76216,40,-1038,0,0.0,-2,Zomato,498,158864,151394
REST002155,Zomato,Restaurant_2155,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_9,Casual Dining,North Indian,North Indian,832,Premium,15.0,8,True,False,False,2024-08-19,634,2678,4.5,3309,95,57,22,33,276,179112,166002,50,17437,13,0.20000000000000018,-3,Swiggy,565,376279,349441
REST002156,Zomato,Restaurant_2156,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_2,QSR,Biryani; Continental,Biryani; Continental,980,Premium,14.5,3,True,False,True,2019-08-02,2478,2748,3.8,92,92,56,19,12,235,186543,175733,51,6553,12,0.20000000000000018,0,Swiggy,482,380191,358019
REST002157,Zomato,Restaurant_2157,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_16,Food Truck,Korean,Korean,669,Mid-Range,1.5,7,False,False,True,2019-05-12,2560,1086,4.0,3468,30,33,21,24,110,58136,56486,54,-9974,-17,-0.6000000000000001,-17,Zomato,203,106043,102998
REST002158,Zomato,Restaurant_2158,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_16,QSR,Bakery; Japanese,Bakery; Japanese,1074,Premium,5.3,4,True,False,True,2018-10-20,2764,2974,4.7,4740,46,34,21,26,297,251992,245161,44,-29261,-32,-0.5,0,Zomato,562,473987,461061
REST002159,Zomato,Restaurant_2159,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_20,Casual Dining,Lebanese; Mexican,Lebanese; Mexican,438,Mid-Range,13.4,7,False,True,True,2019-05-21,2551,2633,3.3,1691,87,51,20,10,202,70780,61993,45,14628,55,0.9000000000000004,1,Swiggy,459,158581,138614
REST002160,Zomato,Restaurant_2160,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_10,QSR,Fast Food; Chinese,Fast Food; Chinese,798,Premium,6.9,4,False,True,False,2023-06-15,1065,1187,4.8,1394,54,42,17,22,251,166247,159470,53,-44551,-58,-1.0999999999999996,2,Zomato,444,286377,274389
REST002161,Zomato,Restaurant_2161,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_9,Cafe,Mediterranean; Street Food,Mediterranean; Street Food,1216,Luxury,1.2,6,False,True,True,2018-03-26,2972,1371,3.9,3152,30,27,19,14,166,163503,161013,46,2770,5,0.10000000000000009,2,Swiggy,337,329851,324796
REST002162,Zomato,Restaurant_2162,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_2,Cafe,Italian; Mughlai,Italian; Mughlai,460,Mid-Range,13.7,4,False,True,False,2019-05-05,2567,2288,4.3,4847,88,59,19,11,203,75637,66705,51,-933,0,0.0,-2,Zomato,406,150341,132477
REST002163,Zomato,Restaurant_2163,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_17,Casual Dining,South Indian,South Indian,448,Mid-Range,7.1,3,False,True,False,2018-02-07,3019,3190,4.4,3627,55,38,21,22,284,100513,92703,52,1272,0,0.0,-4,Swiggy,568,202298,186678
REST002164,Zomato,Restaurant_2164,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_13,Food Truck,Street Food; Pan-Asian,Street Food; Pan-Asian,863,Premium,14.7,4,False,False,False,2020-12-29,1963,3084,4.0,4975,93,50,17,20,136,97415,91091,52,-3157,-3,-0.10000000000000009,12,Zomato,269,191533,179025
REST002165,Zomato,Restaurant_2165,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_9,Food Truck,Street Food; Bakery,Street Food; Bakery,167,Budget,1.6,7,False,False,False,2023-05-12,1099,3426,3.6,559,30,37,21,12,126,16623,14733,44,0,0,0.0,-11,Tie,252,33246,29466
REST002166,Zomato,Restaurant_2166,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_2,Food Truck,Thai; Lebanese,Thai; Lebanese,1255,Luxury,6.1,3,False,True,False,2019-11-19,2369,236,3.8,4336,50,35,20,9,94,94376,92026,49,-6012,-5,-0.19999999999999973,8,Zomato,183,182615,178040
REST002167,Zomato,Restaurant_2167,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_5,Food Truck,Seafood,Seafood,1171,Premium,2.0,7,False,True,False,2019-12-17,2341,2347,4.0,3818,30,34,19,15,126,119512,117622,37,-4427,0,0.0,-3,Zomato,252,234597,230817
REST002168,Zomato,Restaurant_2168,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_18,Food Truck,Continental,Continental,915,Premium,5.0,8,True,True,True,2025-03-13,428,2918,3.9,1185,45,38,20,15,131,95892,92944,41,-2838,-4,-0.10000000000000009,-3,Zomato,258,188856,183050
REST002169,Zomato,Restaurant_2169,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_11,Cafe,Italian,Italian,187,Budget,4.9,6,True,False,False,2025-03-21,420,1142,4.1,609,44,33,17,17,170,26385,22645,38,2440,21,0.5,0,Swiggy,361,55672,47730
REST002170,Zomato,Restaurant_2170,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_7,Cafe,Mediterranean,Mediterranean,731,Premium,13.0,4,True,False,False,2025-07-05,314,734,4.1,84,85,51,19,15,162,95921,89036,52,9662,20,0.5,-1,Swiggy,344,202354,187734
REST002171,Zomato,Restaurant_2171,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_6,QSR,Pan-Asian; Chinese,Pan-Asian; Chinese,1020,Premium,9.2,4,False,True,False,2021-09-24,1694,1059,3.7,4402,66,45,21,11,190,153102,146832,47,32431,36,0.7000000000000002,-7,Swiggy,416,339823,326095
REST002172,Zomato,Restaurant_2172,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_20,Casual Dining,Chinese; Korean,Chinese; Korean,1111,Premium,0.5,5,True,False,False,2018-07-21,2855,2180,4.1,4230,30,24,21,14,239,209767,206182,51,18719,12,0.20000000000000018,3,Swiggy,490,438433,431083
REST002173,Zomato,Restaurant_2173,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_1,QSR,Fast Food,Fast Food,1319,Luxury,7.9,4,True,True,True,2019-01-03,2689,2148,4.7,3376,59,43,20,26,273,288069,280016,49,-39039,-35,-0.6000000000000005,-9,Zomato,511,536067,520993
REST002174,Zomato,Restaurant_2174,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_1,Casual Dining,Cafe,Cafe,882,Premium,13.9,8,True,False,True,2018-01-10,3047,324,3.5,174,89,58,23,10,164,111378,104080,58,13595,14,0.2999999999999998,-13,Swiggy,342,236974,221755
REST002175,Zomato,Restaurant_2175,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_17,Casual Dining,Desserts; Lebanese,Desserts; Lebanese,496,Mid-Range,10.3,4,False,False,True,2022-01-30,1566,319,4.0,3220,71,48,21,19,187,73274,66635,53,2205,-4,-0.10000000000000009,2,Swiggy,370,148611,135475
REST002176,Zomato,Restaurant_2176,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_9,Cloud Kitchen,Chinese; South Indian,Chinese; South Indian,170,Budget,6.4,6,False,False,False,2018-02-15,3011,1038,4.1,3180,52,36,23,16,280,36652,29372,31,-2403,-27,-0.39999999999999947,6,Zomato,533,70199,56341
REST002177,Zomato,Restaurant_2177,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_9,Casual Dining,Seafood; Fast Food,Seafood; Fast Food,367,Mid-Range,2.9,7,True,False,True,2018-05-12,2925,2118,4.4,3386,34,36,18,24,255,76739,72404,58,-7866,-12,-0.20000000000000018,0,Zomato,498,145408,136942
REST002178,Zomato,Restaurant_2178,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_3,Casual Dining,Street Food,Street Food,1217,Luxury,11.0,6,False,False,True,2025-07-05,314,1235,4.2,2661,75,44,19,18,220,216869,208619,56,-60783,-68,-1.3000000000000003,8,Zomato,372,370405,356455
REST002179,Zomato,Restaurant_2179,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_12,Fine Dine,Mughlai,Mughlai,1140,Premium,12.0,4,False,False,True,2017-09-03,3176,2087,4.0,3815,80,49,18,17,154,143959,137799,51,-27739,-31,-0.7999999999999998,5,Zomato,277,258939,247859
REST002180,Zomato,Restaurant_2180,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_16,Cafe,Japanese,Japanese,1480,Luxury,8.3,8,True,True,False,2023-03-06,1166,1385,3.9,3003,61,40,20,8,167,197728,192634,35,22333,17,0.3999999999999999,4,Swiggy,351,418307,407601
REST002181,Zomato,Restaurant_2181,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_13,Fine Dine,North Indian; Lebanese,North Indian; Lebanese,1336,Luxury,11.6,4,True,True,False,2025-01-31,469,81,3.8,1739,78,42,16,7,115,129057,124572,59,-12581,-9,-0.2999999999999998,1,Zomato,221,245182,236563
REST002182,Zomato,Restaurant_2182,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_2,Food Truck,Mediterranean,Mediterranean,1391,Luxury,2.8,7,False,True,True,2017-12-26,3062,2237,3.9,4154,33,33,21,12,122,134064,132051,46,-23812,-22,-0.6999999999999997,-7,Zomato,222,243953,240290
REST002183,Zomato,Restaurant_2183,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_8,QSR,Cafe,Cafe,618,Mid-Range,14.3,6,False,True,True,2021-09-13,1705,1621,4.3,2319,91,54,20,20,236,116678,105940,52,-13843,-22,-0.3999999999999999,3,Zomato,450,218512,198037
REST002184,Zomato,Restaurant_2184,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_2,Food Truck,Mediterranean,Mediterranean,1265,Luxury,5.9,4,True,True,False,2021-03-03,1899,2124,4.3,3868,49,47,22,25,133,131231,127972,47,-21628,-28,-0.8999999999999999,-4,Zomato,238,240147,234316
REST002185,Zomato,Restaurant_2185,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_7,Cafe,Continental; Multi-Cuisine,Continental; Multi-Cuisine,913,Premium,0.7,7,False,False,False,2017-01-06,3416,3404,3.4,3248,30,17,19,10,179,132375,129690,53,0,0,0.0,11,Tie,358,264750,259380
REST002186,Zomato,Restaurant_2186,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_13,Casual Dining,Japanese,Japanese,1080,Premium,13.3,8,True,True,True,2016-09-06,3538,1150,4.6,2854,86,61,20,35,239,206496,196219,55,-50902,-62,-1.1999999999999997,-7,Zomato,416,359424,341536
REST002187,Zomato,Restaurant_2187,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_3,Cloud Kitchen,Mediterranean,Mediterranean,955,Premium,6.2,7,False,True,False,2019-10-10,2409,2617,3.5,3703,51,36,24,6,285,206853,199585,37,31125,49,0.5999999999999996,-7,Swiggy,619,446080,430295
REST002188,Zomato,Restaurant_2188,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_20,Fine Dine,Lebanese,Lebanese,729,Premium,6.9,6,False,True,True,2023-11-18,909,2613,4.2,1797,54,37,16,15,171,104713,100096,59,8598,8,0.20000000000000018,2,Swiggy,350,218240,208790
REST002189,Zomato,Restaurant_2189,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_7,Casual Dining,Mediterranean; Multi-Cuisine,Mediterranean; Multi-Cuisine,408,Mid-Range,1.4,3,True,False,False,2018-03-02,2996,1721,4.4,594,30,26,20,24,244,79641,75981,53,-9600,-28,-0.5000000000000004,2,Zomato,460,149262,142362
REST002190,Zomato,Restaurant_2190,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_18,Fine Dine,Chinese,Chinese,941,Premium,3.6,5,True,True,False,2023-05-15,1096,2796,3.7,2268,38,33,16,11,153,120937,118030,55,12231,8,0.19999999999999973,6,Swiggy,314,254257,248291
REST002191,Zomato,Restaurant_2191,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_13,QSR,Multi-Cuisine; Thai,Multi-Cuisine; Thai,938,Premium,8.2,3,True,True,True,2020-08-05,2109,3308,4.6,161,60,39,21,15,300,222306,213306,41,-7024,-6,-0.09999999999999964,6,Zomato,594,437408,419588
REST002192,Zomato,Restaurant_2192,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_13,Casual Dining,Seafood; North Indian,Seafood; North Indian,1005,Premium,15.0,7,True,True,False,2025-10-31,196,2280,4.2,3524,95,54,22,25,248,194407,182627,48,5497,11,0.20000000000000018,-5,Swiggy,507,394834,370751
REST002193,Zomato,Restaurant_2193,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_13,Cloud Kitchen,Mughlai,Mughlai,1000,Premium,12.2,4,False,True,True,2018-08-10,2835,2503,3.4,3338,81,56,27,7,273,199290,188233,43,46666,49,0.6000000000000001,-13,Swiggy,595,447230,423132
REST002194,Zomato,Restaurant_2194,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_1,Casual Dining,Italian,Italian,1277,Luxury,10.8,8,False,False,True,2023-02-03,1197,1518,3.5,3982,74,50,19,9,190,196530,189500,52,36936,43,0.7999999999999998,-2,Swiggy,423,431587,415936
REST002195,Zomato,Restaurant_2195,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_14,Cafe,Street Food; Mediterranean,Street Food; Mediterranean,519,Mid-Range,12.8,3,True,False,True,2022-06-24,1421,395,4.3,4791,84,50,21,12,163,66831,59985,37,-4553,-8,-0.20000000000000018,0,Zomato,318,128773,115417
REST002196,Zomato,Restaurant_2196,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_16,Food Truck,Street Food,Street Food,1246,Luxury,10.3,8,False,True,True,2017-07-18,3223,3604,3.5,4303,71,52,21,11,125,123042,118605,43,7010,4,0.10000000000000009,-5,Swiggy,254,253236,244220
REST002197,Zomato,Restaurant_2197,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_2,Fine Dine,Japanese,Japanese,869,Premium,11.7,8,False,True,True,2024-07-01,683,685,4.4,3234,78,44,13,20,144,108868,103252,57,873,3,0.09999999999999964,8,Swiggy,291,218726,207377
REST002198,Zomato,Restaurant_2198,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_9,QSR,Korean,Korean,1324,Luxury,4.2,5,True,True,False,2022-05-19,1457,3540,3.6,2841,41,27,20,15,240,254208,249288,52,13889,20,0.2999999999999998,1,Swiggy,500,522715,512465
REST002199,Zomato,Restaurant_2199,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_8,Cafe,Korean,Korean,307,Mid-Range,3.1,7,False,True,False,2024-08-11,642,334,4.3,2828,35,31,18,10,161,40530,37712,42,-1673,-3,-0.09999999999999964,-2,Zomato,319,79334,73751
REST002200,Zomato,Restaurant_2200,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_15,Casual Dining,South Indian; Pan-Asian,South Indian; Pan-Asian,1129,Premium,1.4,7,True,True,False,2018-02-13,3013,944,3.8,2598,30,29,21,7,193,172138,169243,48,-7591,-11,-0.19999999999999973,6,Zomato,375,336520,330895
REST002201,Zomato,Restaurant_2201,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_16,Casual Dining,Chinese; Cafe,Chinese; Cafe,1168,Premium,1.2,3,True,True,True,2026-01-29,106,2906,4.1,1491,30,28,18,13,257,246144,242289,56,-8452,-12,-0.19999999999999973,2,Zomato,502,483656,476126
REST002202,Zomato,Restaurant_2202,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_8,QSR,Cafe; Korean,Cafe; Korean,290,Budget,8.3,7,False,False,True,2025-06-21,328,3437,3.3,750,61,35,22,8,218,49311,42662,52,14302,53,0.7999999999999998,4,Swiggy,489,114540,99626
REST002203,Zomato,Restaurant_2203,Ahmedabad,23.0225,72.5714,Ahmedabad_Locality_8,Cafe,South Indian,South Indian,1412,Luxury,7.9,4,True,True,False,2020-06-01,2174,2776,4.0,3769,59,42,17,21,198,232048,226207,46,-8388,0,0.0,-4,Zomato,396,455708,444026
